0.00000000e+00,  2.26626104e-01,  2.38290683e-01,  2.49955262e-01,  2.61619841e-01,  2.73284421e-01,  2.84949000e-01,  2.96613580e-01,  3.08278160e-01,  3.19942741e-01,  3.31607322e-01,  3.43271903e-01,  3.54936486e-01,  3.66601069e-01,  3.78265653e-01,  3.89930239e-01,  4.01594827e-01,  4.13259417e-01,  4.24924010e-01,  4.36588606e-01,  4.48253208e-01,  4.59917816e-01,  4.71582431e-01,  4.83247056e-01,  4.94911694e-01,  5.06576348e-01,  5.18241021e-01,  5.29905720e-01,  5.41570451e-01,  5.53235222e-01,  5.64900045e-01,  5.76564934e-01,  5.88229905e-01,  5.99894981e-01,  6.11560190e-01,  6.23225568e-01,  6.34891160e-01,  6.46557022e-01,  6.58223228e-01,  6.69889870e-01,  6.81557064e-01,  6.93224957e-01,  7.04893739e-01,  7.16563645e-01,  7.28234979e-01,  7.39908124e-01,  7.51581612e-01,  7.63231644e-01,  7.74879065e-01,  7.86514150e-01,  7.98148486e-01,  8.09785181e-01,  8.21395797e-01,  8.33006600e-01,  8.44582698e-01,  8.56153032e-01,  8.67695914e-01,  8.79203965e-01,  8.90667739e-01,  9.02075047e-01,  9.13410011e-01,  9.24651681e-01,  9.35796107e-01,  9.46755433e-01,  9.57497781e-01,  9.67936283e-01,  9.77950655e-01,  9.87209498e-01,  9.95147538e-01,  1.00000000e+00, &
0.00000000e+00,  2.26490132e-01,  2.38147712e-01,  2.49805293e-01,  2.61462874e-01,  2.73120455e-01,  2.84778036e-01,  2.96435618e-01,  3.08093199e-01,  3.19750781e-01,  3.31408364e-01,  3.43065947e-01,  3.54723531e-01,  3.66381116e-01,  3.78038702e-01,  3.89696290e-01,  4.01353880e-01,  4.13011472e-01,  4.24669068e-01,  4.36326668e-01,  4.47984273e-01,  4.59641885e-01,  4.71299505e-01,  4.82957136e-01,  4.94614780e-01,  5.06272442e-01,  5.17930125e-01,  5.29587836e-01,  5.41245582e-01,  5.52903372e-01,  5.64561219e-01,  5.76219136e-01,  5.87877144e-01,  5.99535266e-01,  6.11193533e-01,  6.22851984e-01,  6.34510668e-01,  6.46169646e-01,  6.57829000e-01,  6.69488827e-01,  6.81149256e-01,  6.92810448e-01,  7.04472607e-01,  7.16135992e-01,  7.27800932e-01,  7.39467844e-01,  7.51137259e-01,  7.62791517e-01,  7.74430473e-01,  7.86073677e-01,  7.97707260e-01,  8.09329325e-01,  8.20938013e-01,  8.32549179e-01,  8.44124716e-01,  8.55698105e-01,  8.67246184e-01,  8.78762149e-01,  8.90237303e-01,  9.01660431e-01,  9.13016910e-01,  9.24287372e-01,  9.35445564e-01,  9.46454618e-01,  9.57288813e-01,  9.67801959e-01,  9.77870779e-01,  9.87201278e-01,  9.95200091e-01,  1.00000000e+00, &
0.00000000e+00,  2.26399374e-01,  2.38052284e-01,  2.49705193e-01,  2.61358102e-01,  2.73011012e-01,  2.84663922e-01,  2.96316832e-01,  3.07969743e-01,  3.19622653e-01,  3.31275565e-01,  3.42928477e-01,  3.54581390e-01,  3.66234304e-01,  3.77887219e-01,  3.89540136e-01,  4.01193055e-01,  4.12845977e-01,  4.24498903e-01,  4.36151833e-01,  4.47804768e-01,  4.59457711e-01,  4.71110663e-01,  4.82763626e-01,  4.94416604e-01,  5.06069600e-01,  5.17722619e-01,  5.29375668e-01,  5.41028754e-01,  5.52681888e-01,  5.64335083e-01,  5.75988353e-01,  5.87641720e-01,  5.99295210e-01,  6.10948855e-01,  6.22602697e-01,  6.34256789e-01,  6.45911197e-01,  6.57566007e-01,  6.69221325e-01,  6.80877287e-01,  6.92534068e-01,  7.04191885e-01,  7.15851016e-01,  7.27511815e-01,  7.39174728e-01,  7.50840324e-01,  7.62509325e-01,  7.74143801e-01,  7.85778303e-01,  7.97411913e-01,  8.09034201e-01,  8.20643245e-01,  8.32237156e-01,  8.43833791e-01,  8.55411997e-01,  8.66966779e-01,  8.78466107e-01,  8.89951816e-01,  9.01389631e-01,  9.12766034e-01,  9.24092787e-01,  9.35285618e-01,  9.46338286e-01,  9.57196383e-01,  9.67769525e-01,  9.77928232e-01,  9.87286936e-01,  9.95229129e-01,  1.00000000e+00, &
0.00000000e+00,  2.26368997e-01,  2.38020342e-01,  2.49671688e-01,  2.61323034e-01,  2.72974380e-01,  2.84625727e-01,  2.96277073e-01,  3.07928420e-01,  3.19579768e-01,  3.31231116e-01,  3.42882464e-01,  3.54533814e-01,  3.66185165e-01,  3.77836517e-01,  3.89487871e-01,  4.01139227e-01,  4.12790586e-01,  4.24441949e-01,  4.36093317e-01,  4.47744690e-01,  4.59396072e-01,  4.71047462e-01,  4.82698865e-01,  4.94350283e-01,  5.06001721e-01,  5.17653183e-01,  5.29304677e-01,  5.40956210e-01,  5.52607794e-01,  5.64259441e-01,  5.75911169e-01,  5.87563000e-01,  5.99214960e-01,  6.10867085e-01,  6.22519419e-01,  6.34172017e-01,  6.45824950e-01,  6.57478307e-01,  6.69132204e-01,  6.80786783e-01,  6.92442228e-01,  7.04098770e-01,  7.15756704e-01,  7.27416404e-01,  7.39078343e-01,  7.50743122e-01,  7.62411508e-01,  7.74067487e-01,  7.85702587e-01,  7.97328343e-01,  8.08954110e-01,  8.20566700e-01,  8.32164191e-01,  8.43767009e-01,  8.55327795e-01,  8.66889278e-01,  8.78423253e-01,  8.89922265e-01,  9.01376685e-01,  9.12773870e-01,  9.24096806e-01,  9.35321715e-01,  9.46413451e-01,  9.57352248e-01,  9.67968149e-01,  9.78119489e-01,  9.87464930e-01,  9.95369173e-01,  1.00000000e+00, &
0.00000000e+00,  2.26378200e-01,  2.38030020e-01,  2.49681839e-01,  2.61333659e-01,  2.72985479e-01,  2.84637299e-01,  2.96289119e-01,  3.07940940e-01,  3.19592761e-01,  3.31244583e-01,  3.42896406e-01,  3.54548229e-01,  3.66200054e-01,  3.77851880e-01,  3.89503708e-01,  4.01155539e-01,  4.12807372e-01,  4.24459210e-01,  4.36111052e-01,  4.47762901e-01,  4.59414757e-01,  4.71066624e-01,  4.82718503e-01,  4.94370399e-01,  5.06022314e-01,  5.17674256e-01,  5.29326231e-01,  5.40978247e-01,  5.52630316e-01,  5.64282452e-01,  5.75934672e-01,  5.87587000e-01,  5.99239464e-01,  6.10892101e-01,  6.22544956e-01,  6.34198088e-01,  6.45851572e-01,  6.57505501e-01,  6.69159995e-01,  6.80815206e-01,  6.92471323e-01,  7.04128592e-01,  7.15787321e-01,  7.27447900e-01,  7.39110828e-01,  7.50776735e-01,  7.62446423e-01,  7.74120911e-01,  7.85761823e-01,  7.97383264e-01,  8.09014773e-01,  8.20633150e-01,  8.32236350e-01,  8.43847327e-01,  8.55414414e-01,  8.66986162e-01,  8.78532200e-01,  8.90045513e-01,  9.01517037e-01,  9.12934806e-01,  9.24282495e-01,  9.35536713e-01,  9.46661581e-01,  9.57597469e-01,  9.68237938e-01,  9.78428361e-01,  9.87713677e-01,  9.95451519e-01,  1.00000000e+00, &
0.00000000e+00,  2.26446039e-01,  2.38101350e-01,  2.49756662e-01,  2.61411973e-01,  2.73067285e-01,  2.84722596e-01,  2.96377909e-01,  3.08033221e-01,  3.19688534e-01,  3.31343848e-01,  3.42999162e-01,  3.54654478e-01,  3.66309794e-01,  3.77965112e-01,  3.89620433e-01,  4.01275755e-01,  4.12931081e-01,  4.24586411e-01,  4.36241746e-01,  4.47897088e-01,  4.59552437e-01,  4.71207798e-01,  4.82863171e-01,  4.94518561e-01,  5.06173973e-01,  5.17829411e-01,  5.29484884e-01,  5.41140400e-01,  5.52795971e-01,  5.64451611e-01,  5.76107339e-01,  5.87763180e-01,  5.99419161e-01,  6.11075323e-01,  6.22731712e-01,  6.34388389e-01,  6.46045432e-01,  6.57702939e-01,  6.69361033e-01,  6.81019873e-01,  6.92679657e-01,  7.04340638e-01,  7.16003139e-01,  7.27667566e-01,  7.39334436e-01,  7.51004407e-01,  7.62678312e-01,  7.74357212e-01,  7.86020637e-01,  7.97657951e-01,  8.09284263e-01,  8.20911747e-01,  8.32523917e-01,  8.44146144e-01,  8.55722482e-01,  8.67307312e-01,  8.78833627e-01,  8.90360683e-01,  9.01848629e-01,  9.13286040e-01,  9.24656964e-01,  9.35937714e-01,  9.47090268e-01,  9.58093683e-01,  9.68737239e-01,  9.78846106e-01,  9.88029487e-01,  9.95650980e-01,  1.00000000e+00, &
0.00000000e+00,  2.26559378e-01,  2.38220523e-01,  2.49881668e-01,  2.61542813e-01,  2.73203958e-01,  2.84865104e-01,  2.96526250e-01,  3.08187396e-01,  3.19848542e-01,  3.31509690e-01,  3.43170838e-01,  3.54831987e-01,  3.66493138e-01,  3.78154290e-01,  3.89815444e-01,  4.01476600e-01,  4.13137760e-01,  4.24798925e-01,  4.36460094e-01,  4.48121270e-01,  4.59782455e-01,  4.71443651e-01,  4.83104860e-01,  4.94766086e-01,  5.06427335e-01,  5.18088611e-01,  5.29749923e-01,  5.41411279e-01,  5.53072693e-01,  5.64734178e-01,  5.76395754e-01,  5.88057446e-01,  5.99719284e-01,  6.11381308e-01,  6.23043567e-01,  6.34706125e-01,  6.46369060e-01,  6.58032475e-01,  6.69696498e-01,  6.81361291e-01,  6.93027060e-01,  7.04694068e-01,  7.16362647e-01,  7.28033217e-01,  7.39706314e-01,  7.51382617e-01,  7.63062988e-01,  7.74748524e-01,  7.86440621e-01,  7.98090122e-01,  8.09733987e-01,  8.21354867e-01,  8.32978730e-01,  8.44584941e-01,  8.56202854e-01,  8.67803133e-01,  8.79341471e-01,  8.90886191e-01,  9.02393731e-01,  9.13852877e-01,  9.25247515e-01,  9.36552672e-01,  9.47726358e-01,  9.58693395e-01,  9.69316495e-01,  9.79406160e-01,  9.88444124e-01,  9.95813365e-01,  1.00000000e+00, &
0.00000000e+00,  2.26701972e-01,  2.38370456e-01,  2.50038940e-01,  2.61707425e-01,  2.73375910e-01,  2.85044395e-01,  2.96712880e-01,  3.08381366e-01,  3.20049852e-01,  3.31718338e-01,  3.43386826e-01,  3.55055315e-01,  3.66723805e-01,  3.78392296e-01,  3.90060790e-01,  4.01729287e-01,  4.13397787e-01,  4.25066291e-01,  4.36734800e-01,  4.48403317e-01,  4.60071842e-01,  4.71740378e-01,  4.83408929e-01,  4.95077497e-01,  5.06746088e-01,  5.18414708e-01,  5.30083363e-01,  5.41752065e-01,  5.53420825e-01,  5.65089660e-01,  5.76758588e-01,  5.88427634e-01,  6.00096832e-01,  6.11766220e-01,  6.23435850e-01,  6.35105787e-01,  6.46776113e-01,  6.58446932e-01,  6.70118375e-01,  6.81790611e-01,  6.93463851e-01,  7.05138365e-01,  7.16814494e-01,  7.28492672e-01,  7.40173447e-01,  7.51857520e-01,  7.63545776e-01,  7.75239345e-01,  7.86939660e-01,  7.98629849e-01,  8.10268575e-01,  8.21926939e-01,  8.33541067e-01,  8.45160584e-01,  8.56794470e-01,  8.68372508e-01,  8.79963679e-01,  8.91527324e-01,  9.03055307e-01,  9.14486830e-01,  9.25901441e-01,  9.37279144e-01,  9.48465301e-01,  9.59424176e-01,  9.69998406e-01,  9.79922133e-01,  9.88778360e-01,  9.95985809e-01,  1.00000000e+00, &
0.00000000e+00,  2.26898915e-01,  2.38577536e-01,  2.50256157e-01,  2.61934778e-01,  2.73613400e-01,  2.85292022e-01,  2.96970644e-01,  3.08649266e-01,  3.20327889e-01,  3.32006513e-01,  3.43685137e-01,  3.55363763e-01,  3.67042390e-01,  3.78721018e-01,  3.90399649e-01,  4.02078283e-01,  4.13756920e-01,  4.25435561e-01,  4.37114208e-01,  4.48792862e-01,  4.60471525e-01,  4.72150199e-01,  4.83828888e-01,  4.95507595e-01,  5.07186325e-01,  5.18865085e-01,  5.30543882e-01,  5.42222725e-01,  5.53901629e-01,  5.65580608e-01,  5.77259683e-01,  5.88938880e-01,  6.00618231e-01,  6.12297777e-01,  6.23977571e-01,  6.35657679e-01,  6.47338185e-01,  6.59019196e-01,  6.70700846e-01,  6.82383307e-01,  6.94066796e-01,  7.05751589e-01,  7.17438035e-01,  7.29126578e-01,  7.40817780e-01,  7.52512358e-01,  7.64211218e-01,  7.75915515e-01,  7.87626719e-01,  7.99346700e-01,  8.11012528e-01,  8.22671930e-01,  8.34332299e-01,  8.45939281e-01,  8.57592319e-01,  8.69186605e-01,  8.80798298e-01,  8.92334518e-01,  9.03880727e-01,  9.15380934e-01,  9.26816749e-01,  9.38156701e-01,  9.49343881e-01,  9.60274925e-01,  9.70771052e-01,  9.80615824e-01,  9.89257434e-01,  9.96156623e-01,  1.00000000e+00, &
0.00000000e+00,  2.27116632e-01,  2.38806459e-01,  2.50496286e-01,  2.62186114e-01,  2.73875941e-01,  2.85565769e-01,  2.97255597e-01,  3.08945426e-01,  3.20635255e-01,  3.32325085e-01,  3.44014915e-01,  3.55704747e-01,  3.67394580e-01,  3.79084415e-01,  3.90774252e-01,  4.02464092e-01,  4.14153935e-01,  4.25843783e-01,  4.37533636e-01,  4.49223497e-01,  4.60913367e-01,  4.72603248e-01,  4.84293144e-01,  4.95983059e-01,  5.07672997e-01,  5.19362966e-01,  5.31052972e-01,  5.42743026e-01,  5.54433141e-01,  5.66123333e-01,  5.77813623e-01,  5.89504036e-01,  6.01194607e-01,  6.12885377e-01,  6.24576399e-01,  6.36267741e-01,  6.47959489e-01,  6.59651751e-01,  6.71344664e-01,  6.83038404e-01,  6.94733191e-01,  7.06429307e-01,  7.18127107e-01,  7.29827043e-01,  7.41529690e-01,  7.53235775e-01,  7.64946224e-01,  7.76662214e-01,  7.88385241e-01,  8.00117212e-01,  8.11836582e-01,  8.23513199e-01,  8.35170769e-01,  8.46831508e-01,  8.58469418e-01,  8.70081678e-01,  8.81715361e-01,  8.93268119e-01,  9.04836625e-01,  9.16358630e-01,  9.27813046e-01,  9.39162339e-01,  9.50337913e-01,  9.61218122e-01,  9.71603531e-01,  9.81198913e-01,  9.89601470e-01,  9.96328844e-01,  1.00000000e+00, &
