0.00000000e+00,  5.26695653e-02,  1.05326468e-01,  1.57972197e-01,  2.10608244e-01,  2.63236098e-01,  3.15857250e-01,  3.68473188e-01,  4.21085402e-01,  4.73695382e-01,  5.26304618e-01,  5.78914598e-01,  6.31526812e-01,  6.84142750e-01,  7.36763902e-01,  7.89391756e-01,  8.42027803e-01,  8.94673532e-01,  9.47330435e-01,  1.00000000e+00, &
0.00000000e+00,  5.36554671e-02,  1.06966722e-01,  1.59976013e-01,  2.12724900e-01,  2.65254365e-01,  3.17604918e-01,  3.69816690e-01,  4.21929532e-01,  4.73983093e-01,  5.26016907e-01,  5.78070468e-01,  6.30183310e-01,  6.82395082e-01,  7.34745635e-01,  7.87275100e-01,  8.40023987e-01,  8.93033278e-01,  9.46344533e-01,  1.00000000e+00, &
0.00000000e+00,  5.48295263e-02,  1.08903602e-01,  1.62326505e-01,  2.15194966e-01,  2.67600388e-01,  3.19630525e-01,  3.71370699e-01,  4.22904669e-01,  4.74315249e-01,  5.25684751e-01,  5.77095331e-01,  6.28629301e-01,  6.80369475e-01,  7.32399612e-01,  7.84805034e-01,  8.37673495e-01,  8.91096398e-01,  9.45170474e-01,  1.00000000e+00, &
0.00000000e+00,  5.52368857e-02,  1.09555198e-01,  1.63106423e-01,  2.16012559e-01,  2.68380106e-01,  3.20308447e-01,  3.71894542e-01,  4.23235248e-01,  4.74428200e-01,  5.25571800e-01,  5.76764752e-01,  6.28105458e-01,  6.79691553e-01,  7.31619894e-01,  7.83987441e-01,  8.36893577e-01,  8.90444802e-01,  9.44763114e-01,  1.00000000e+00, &
0.00000000e+00,  5.45955780e-02,  1.08501399e-01,  1.61864064e-01,  2.14760029e-01,  2.67243634e-01,  3.19369294e-01,  3.71200378e-01,  4.22811251e-01,  4.74285805e-01,  5.25714195e-01,  5.77188749e-01,  6.28799622e-01,  6.80630706e-01,  7.32756366e-01,  7.85239971e-01,  8.38135936e-01,  8.91498601e-01,  9.45404422e-01,  1.00000000e+00, &
0.00000000e+00,  5.30396914e-02,  1.06031320e-01,  1.59020939e-01,  2.11938040e-01,  2.64706864e-01,  3.17283101e-01,  3.69661466e-01,  4.21871743e-01,  4.73970274e-01,  5.26029726e-01,  5.78128257e-01,  6.30338534e-01,  6.82716899e-01,  7.35293136e-01,  7.88061960e-01,  8.40979061e-01,  8.93968680e-01,  9.46960309e-01,  1.00000000e+00, &
0.00000000e+00,  5.08790484e-02,  1.02715509e-01,  1.55313476e-01,  2.08343857e-01,  2.61535576e-01,  3.14712032e-01,  3.67784417e-01,  4.20733512e-01,  4.73589274e-01,  5.26410726e-01,  5.79266488e-01,  6.32215583e-01,  6.85287968e-01,  7.38464424e-01,  7.91656143e-01,  8.44686524e-01,  8.97284491e-01,  9.49120952e-01,  1.00000000e+00, &
0.00000000e+00,  4.84423169e-02,  9.91287114e-02,  1.51441940e-01,  2.04697224e-01,  2.58391873e-01,  3.12209443e-01,  3.65982077e-01,  4.19650474e-01,  4.73228398e-01,  5.26771602e-01,  5.80349526e-01,  6.34017923e-01,  6.87790557e-01,  7.41608127e-01,  7.95302776e-01,  8.48558060e-01,  9.00871289e-01,  9.51557683e-01,  1.00000000e+00, &
0.00000000e+00,  4.60015719e-02,  9.57202240e-02,  1.47918925e-01,  2.01494898e-01,  2.55710906e-01,  3.10125164e-01,  3.64508009e-01,  4.18775609e-01,  4.72938720e-01,  5.27061280e-01,  5.81224391e-01,  6.35491991e-01,  6.89874836e-01,  7.44289094e-01,  7.98505102e-01,  8.52081075e-01,  9.04279776e-01,  9.53998428e-01,  1.00000000e+00, &
0.00000000e+00,  4.37511364e-02,  9.27829960e-02,  1.45047330e-01,  1.99005475e-01,  2.53710572e-01,  3.08623528e-01,  3.63475522e-01,  4.18174965e-01,  4.72741906e-01,  5.27258095e-01,  5.81825035e-01,  6.36524478e-01,  6.91376473e-01,  7.46289429e-01,  8.00994525e-01,  8.54952670e-01,  9.07217004e-01,  9.56248864e-01,  1.00000000e+00, &
